id,name,tag,url,rank,tier,ranked_rating,damage_per_round,kd_ratio,headshot_percent,win_percent,wins,kast,dd_per_round,kills,deaths,assists,acs,kad_ratio,kills_per_round,first_bloods,flawless_rounds,aces
4342,Kaworu,#eva,https://tracker.gg/valorant/profile/riot/Kaworu%23eva/overview,4789,Immortal,31,149.8,1.12,0.284,0.536,74.0,0.7,5.0,2376.0,2113.0,573.0,228.9,1.4,0.8,368.0,116.0,5.0
4343,Leshy,#SoB,https://tracker.gg/valorant/profile/riot/Leshy%23SoB/overview,4790,Immortal,31,132.0,1.07,0.33,0.5920000000000001,58.0,0.7340000000000001,2.0,1464.0,1367.0,713.0,200.1,1.59,0.7,128.0,92.0,2.0
4344,Atlashoss,#hoss,https://tracker.gg/valorant/profile/riot/Atlashoss%23hoss/overview,4791,Immortal,31,135.9,0.99,0.168,0.492,87.0,0.728,3.0,2585.0,2623.0,1060.0,199.3,1.39,0.7,245.0,132.0,3.0
4345,gÐ¯affiti,#1234,https://tracker.gg/valorant/profile/riot/g%D0%AFaffiti%231234/overview,4793,Immortal,31,129.1,0.93,0.211,0.503,94.0,0.703,-11.0,2739.0,2936.0,1125.0,197.0,1.32,0.7,398.0,160.0,3.0
4346,SHAK,#KSU,https://tracker.gg/valorant/profile/riot/SHAK%23KSU/overview,4794,Immortal,31,142.4,1.05,0.266,0.532,132.0,0.71,7.0,3936.0,3765.0,1183.0,215.8,1.36,0.8,729.0,207.0,4.0
4347,euphaze,#dyung,https://tracker.gg/valorant/profile/riot/euphaze%23dyung/overview,4795,Immortal,31,118.2,0.92,0.276,0.568,67.0,0.713,-13.0,1601.0,1743.0,657.0,178.4,1.3,0.6,175.0,111.0,1.0
4348,tenso,#10so,https://tracker.gg/valorant/profile/riot/tenso%2310so/overview,4796,Immortal,31,168.4,1.21,0.331,0.521,63.0,0.728,24.0,2346.0,1944.0,540.0,253.3,1.48,0.9,425.0,106.0,10.0
4349,8nglK,#Amii,https://tracker.gg/valorant/profile/riot/8nglK%23Amii/overview,4797,Immortal,31,162.9,1.16,0.304,0.556,84.0,0.7190000000000001,24.0,2744.0,2373.0,561.0,244.4,1.39,0.9,517.0,105.0,5.0
4350,DMONEY,#jorje,https://tracker.gg/valorant/profile/riot/DMONEY%23jorje/overview,4798,Immortal,31,146.1,1.1,0.26,0.5920000000000001,77.0,0.727,10.0,2108.0,1911.0,551.0,221.9,1.39,0.8,306.0,98.0,3.0
4351,jhak,#6132,https://tracker.gg/valorant/profile/riot/jhak%236132/overview,4799,Immortal,31,140.9,1.16,0.233,0.608,87.0,0.716,17.0,2268.0,1962.0,606.0,211.7,1.46,0.8,268.0,117.0,1.0
4352,ddOvO,#NA1,https://tracker.gg/valorant/profile/riot/ddOvO%23NA1/overview,4800,Immortal,31,85.2,0.61,0.145,0.7020000000000001,92.0,0.695,-40.0,1109.0,1814.0,970.0,124.2,1.15,0.4,98.0,128.0,1.0
4353,1glaive,#777,https://tracker.gg/valorant/profile/riot/1glaive%23777/overview,4801,Immortal,31,168.9,1.24,0.31,0.63,102.0,0.726,30.0,2989.0,2408.0,714.0,257.8,1.54,0.9,503.0,131.0,8.0
4354,coach pipe,#lard,https://tracker.gg/valorant/profile/riot/coach%20pipe%23lard/overview,4802,Immortal,31,139.7,1.01,0.247,0.5379999999999999,78.0,0.711,1.0,2228.0,2210.0,660.0,209.6,1.31,0.7,334.0,135.0,5.0
4355,amadeus,#diem,https://tracker.gg/valorant/profile/riot/amadeus%23diem/overview,4803,Immortal,30,130.7,1.01,0.309,0.708,17.0,0.7170000000000001,0.0,360.0,355.0,156.0,198.9,1.45,0.7,30.0,22.0,0.0
4356,Jyuen,#Viet,https://tracker.gg/valorant/profile/riot/Jyuen%23Viet/overview,4804,Immortal,30,164.5,1.09,0.287,0.389,21.0,0.6970000000000001,16.0,974.0,892.0,220.0,251.2,1.34,0.9,192.0,30.0,5.0
4357,Lalchi,#Fried,https://tracker.gg/valorant/profile/riot/Lalchi%23Fried/overview,4805,Immortal,30,173.3,1.4,0.288,0.565,26.0,0.759,44.0,917.0,657.0,284.0,263.8,1.83,0.9,90.0,32.0,1.0
4358,fraudstar,#SOS,https://tracker.gg/valorant/profile/riot/fraudstar%23SOS/overview,4807,Immortal,30,161.2,1.15,0.262,0.477,31.0,0.731,22.0,1186.0,1031.0,276.0,242.6,1.42,0.8,159.0,40.0,2.0
4359,444,#5254,https://tracker.gg/valorant/profile/riot/444%235254/overview,4809,Immortal,30,202.7,1.72,0.17,0.688,22.0,0.809,81.0,683.0,396.0,203.0,318.8,2.24,1.1,112.0,28.0,1.0
4360,rippin,#1500,https://tracker.gg/valorant/profile/riot/rippin%231500/overview,4810,Immortal,30,201.2,1.74,0.285,0.575,23.0,0.7979999999999999,76.0,970.0,557.0,195.0,309.9,2.09,1.1,109.0,38.0,7.0
4361,bourx,#TTV,https://tracker.gg/valorant/profile/riot/bourx%23TTV/overview,4811,Immortal,30,136.6,1.04,0.241,0.482,41.0,0.7390000000000001,5.0,1284.0,1229.0,522.0,207.4,1.47,0.7,129.0,73.0,0.0
4362,faye webster fan,#kirbo,https://tracker.gg/valorant/profile/riot/faye%20webster%20fan%23kirbo/overview,4812,Immortal,30,146.6,1.03,0.271,0.544,31.0,0.696,5.0,936.0,906.0,267.0,219.0,1.33,0.8,154.0,32.0,0.0
4363,JohN,#5307,https://tracker.gg/valorant/profile/riot/JohN%235307/overview,4813,Immortal,30,149.5,1.14,0.287,0.614,27.0,0.7759999999999999,18.0,711.0,622.0,323.0,223.5,1.66,0.8,68.0,36.0,1.0
4364,OmgIGotGanked,#NA1,https://tracker.gg/valorant/profile/riot/OmgIGotGanked%23NA1/overview,4814,Immortal,30,128.2,0.93,0.142,0.478,43.0,0.725,-6.0,1229.0,1315.0,554.0,199.4,1.36,0.7,149.0,56.0,1.0
4365,Parfait Lover,#221,https://tracker.gg/valorant/profile/riot/Parfait%20Lover%23221/overview,4815,Immortal,30,138.4,1.08,0.335,0.551,54.0,0.742,6.0,1527.0,1417.0,670.0,210.0,1.55,0.7,149.0,96.0,1.0
4366,IMG Van,#5198,https://tracker.gg/valorant/profile/riot/IMG%20Van%235198/overview,4816,Immortal,30,122.1,0.95,0.273,0.492,62.0,0.738,-6.0,1739.0,1823.0,723.0,181.9,1.35,0.6,144.0,113.0,1.0
4367,Alpha Trxpz,#9500,https://tracker.gg/valorant/profile/riot/Alpha%20Trxpz%239500/overview,4817,Immortal,30,159.9,1.36,0.3879999999999999,0.5770000000000001,30.0,0.738,34.0,960.0,707.0,177.0,241.1,1.61,0.9,89.0,49.0,4.0
4368,annihilating,#cntum,https://tracker.gg/valorant/profile/riot/annihilating%23cntum/overview,4818,Immortal,30,122.6,0.89,0.244,0.54,157.0,0.6779999999999999,-13.0,3861.0,4318.0,1487.0,186.9,1.24,0.7,520.0,232.0,4.0
4369,Lethal,#4287,https://tracker.gg/valorant/profile/riot/Lethal%234287/overview,4819,Immortal,30,147.8,1.2,0.231,0.722,26.0,0.736,17.0,609.0,509.0,208.0,222.5,1.61,0.8,73.0,25.0,0.0
4370,bbbbbbbbbbbbbbbb,#394,https://tracker.gg/valorant/profile/riot/bbbbbbbbbbbbbbbb%23394/overview,4820,Immortal,30,159.7,1.15,0.311,0.502,104.0,0.715,17.0,3662.0,3173.0,702.0,241.6,1.38,0.9,616.0,173.0,6.0
4371,Salted Boot,#3006,https://tracker.gg/valorant/profile/riot/Salted%20Boot%233006/overview,4821,Immortal,30,153.1,1.1,0.289,0.535,167.0,0.705,11.0,5349.0,4872.0,1143.0,230.2,1.33,0.8,900.0,264.0,5.0
4372,milly,#bebo,https://tracker.gg/valorant/profile/riot/milly%23bebo/overview,4822,Immortal,30,123.3,0.91,0.2739999999999999,0.514,57.0,0.7190000000000001,-11.0,1513.0,1654.0,643.0,184.6,1.3,0.7,171.0,81.0,1.0
4373,Wahakaflr,#3026,https://tracker.gg/valorant/profile/riot/Wahakaflr%233026/overview,4823,Immortal,30,142.5,0.99,0.275,0.535,61.0,0.7040000000000001,-3.0,1828.0,1851.0,598.0,216.6,1.31,0.8,288.0,64.0,1.0
4374,spooky,#FTP,https://tracker.gg/valorant/profile/riot/spooky%23FTP/overview,4824,Immortal,30,175.1,1.28,0.358,0.589,73.0,0.731,26.0,2558.0,2002.0,460.0,273.4,1.51,1.0,504.0,107.0,16.0
4375,enso,#end,https://tracker.gg/valorant/profile/riot/enso%23end/overview,4825,Immortal,30,145.3,0.99,0.222,0.551,43.0,0.71,3.0,1250.0,1258.0,408.0,219.5,1.32,0.7,183.0,55.0,2.0
4376,Tsundere Fan,#Gamer,https://tracker.gg/valorant/profile/riot/Tsundere%20Fan%23Gamer/overview,4826,Immortal,30,138.1,1.02,0.308,0.53,53.0,0.7070000000000001,4.0,1522.0,1489.0,661.0,210.5,1.47,0.7,207.0,86.0,6.0
4377,Funnyhasann,#2442,https://tracker.gg/valorant/profile/riot/Funnyhasann%232442/overview,4829,Immortal,30,134.5,0.98,0.262,0.622,46.0,0.713,0.0,1094.0,1121.0,373.0,198.2,1.31,0.7,145.0,65.0,2.0
4378,Hanni Pham,#5692,https://tracker.gg/valorant/profile/riot/Hanni%20Pham%235692/overview,4830,Immortal,30,148.5,1.09,0.255,0.516,64.0,0.73,10.0,2105.0,1935.0,686.0,225.7,1.44,0.8,287.0,109.0,4.0
4379,Adam,#Twin,https://tracker.gg/valorant/profile/riot/Adam%23Twin/overview,4831,Immortal,30,123.8,0.93,0.231,0.5760000000000001,76.0,0.7290000000000001,-13.0,1848.0,1993.0,951.0,190.6,1.4,0.7,234.0,107.0,3.0
4380,Luminescent,#mint,https://tracker.gg/valorant/profile/riot/Luminescent%23mint/overview,4832,Immortal,30,139.4,1.02,0.302,0.544,74.0,0.7020000000000001,-1.0,2166.0,2128.0,635.0,207.4,1.32,0.7,270.0,105.0,0.0
4381,kiet,#015,https://tracker.gg/valorant/profile/riot/kiet%23015/overview,4833,Immortal,30,125.5,0.95,0.313,0.547,93.0,0.7,-7.0,2461.0,2593.0,866.0,191.0,1.28,0.7,284.0,128.0,4.0
4382,dyggdfyh,#7314,https://tracker.gg/valorant/profile/riot/dyggdfyh%237314/overview,4834,Immortal,30,137.7,0.98,0.307,0.512,65.0,0.701,4.0,1953.0,1985.0,725.0,205.1,1.35,0.7,265.0,123.0,2.0
4383,emoboy,#pare,https://tracker.gg/valorant/profile/riot/emoboy%23pare/overview,4836,Immortal,30,128.0,0.91,0.258,0.556,133.0,0.698,-10.0,3238.0,3577.0,1279.0,190.7,1.26,0.7,354.0,154.0,3.0
4384,ximei,#lynna,https://tracker.gg/valorant/profile/riot/ximei%23lynna/overview,4837,Immortal,30,124.0,0.92,0.218,0.55,111.0,0.728,-9.0,2757.0,2983.0,1355.0,186.1,1.38,0.6,215.0,178.0,6.0
4385,sobersushi,#womp,https://tracker.gg/valorant/profile/riot/sobersushi%23womp/overview,4838,Immortal,30,122.1,0.92,0.244,0.521,112.0,0.73,-11.0,2943.0,3204.0,1452.0,184.8,1.37,0.6,222.0,188.0,6.0
4386,Shinigami,#Oppa,https://tracker.gg/valorant/profile/riot/Shinigami%23Oppa/overview,4839,Immortal,30,152.1,1.15,0.318,0.505,107.0,0.722,17.0,3718.0,3227.0,908.0,227.9,1.43,0.8,453.0,164.0,7.0
4387,Maj1n Bui,#yikes,https://tracker.gg/valorant/profile/riot/Maj1n%20Bui%23yikes/overview,4840,Immortal,30,147.0,1.09,0.213,0.552,111.0,0.732,9.0,3340.0,3077.0,1138.0,225.0,1.46,0.8,437.0,165.0,7.0
4388,kcilF,#icy,https://tracker.gg/valorant/profile/riot/kcilF%23icy/overview,4841,Immortal,30,146.2,1.11,0.2739999999999999,0.539,97.0,0.7440000000000001,13.0,2935.0,2633.0,1182.0,221.3,1.56,0.8,286.0,155.0,8.0
4389,Mind Melter,#GUSH,https://tracker.gg/valorant/profile/riot/Mind%20Melter%23GUSH/overview,4842,Immortal,30,170.3,1.43,0.24,0.764,68.0,0.76,45.0,1681.0,1172.0,512.0,264.6,1.87,0.9,292.0,117.0,1.0
4390,KinAlt,#2082,https://tracker.gg/valorant/profile/riot/KinAlt%232082/overview,4843,Immortal,30,125.1,0.99,0.249,0.539,90.0,0.708,-3.0,2363.0,2387.0,939.0,192.5,1.38,0.7,192.0,138.0,2.0
4391,PeanutButterPWR9,#JELLY,https://tracker.gg/valorant/profile/riot/PeanutButterPWR9%23JELLY/overview,4845,Immortal,29,132.2,0.89,0.226,0.49,49.0,0.685,-15.0,1467.0,1641.0,497.0,202.0,1.2,0.7,257.0,66.0,2.0
4392,RawrXD,#4883,https://tracker.gg/valorant/profile/riot/RawrXD%234883/overview,4846,Immortal,29,140.1,0.98,0.345,0.562,27.0,0.6970000000000001,-5.0,744.0,759.0,278.0,213.2,1.35,0.7,111.0,36.0,0.0
4393,grady,#ussf,https://tracker.gg/valorant/profile/riot/grady%23ussf/overview,4847,Immortal,29,131.7,0.99,0.303,0.4629999999999999,44.0,0.7240000000000001,-4.0,1400.0,1419.0,658.0,200.3,1.45,0.7,171.0,69.0,1.0
4394,gnu,#noob,https://tracker.gg/valorant/profile/riot/gnu%23noob/overview,4848,Immortal,29,155.4,1.15,0.293,0.527,39.0,0.711,15.0,1330.0,1153.0,306.0,241.7,1.42,0.8,200.0,74.0,5.0
4395,88crowcrow,#1738,https://tracker.gg/valorant/profile/riot/88crowcrow%231738/overview,4849,Immortal,29,153.7,1.09,0.309,0.514,37.0,0.711,12.0,1235.0,1128.0,283.0,233.1,1.35,0.8,203.0,41.0,3.0
4396,saint,#greed,https://tracker.gg/valorant/profile/riot/saint%23greed/overview,4851,Immortal,29,150.0,1.04,0.254,0.514,37.0,0.7140000000000001,6.0,1175.0,1133.0,431.0,225.7,1.42,0.8,167.0,58.0,1.0
4397,bootygoblin83,#123,https://tracker.gg/valorant/profile/riot/bootygoblin83%23123/overview,4852,Immortal,29,150.3,1.13,0.25,0.5,44.0,0.727,17.0,1474.0,1300.0,467.0,226.9,1.49,0.8,207.0,80.0,4.0
4398,OffbrandKangkang,#GGGN,https://tracker.gg/valorant/profile/riot/OffbrandKangkang%23GGGN/overview,4853,Immortal,29,139.9,1.0,0.27,0.503,173.0,0.723,1.0,5439.0,5426.0,1961.0,211.1,1.36,0.7,596.0,260.0,5.0
4399,Lylas boy,#KING,https://tracker.gg/valorant/profile/riot/Lylas%20boy%23KING/overview,4854,Immortal,29,161.3,1.11,0.331,0.536,67.0,0.713,13.0,2271.0,2049.0,488.0,248.6,1.35,0.9,473.0,102.0,3.0
4400,dsaw,#wasd2,https://tracker.gg/valorant/profile/riot/dsaw%23wasd2/overview,4855,Immortal,29,136.1,1.07,0.2769999999999999,0.7140000000000001,25.0,0.73,4.0,545.0,510.0,180.0,208.5,1.42,0.7,75.0,42.0,1.0
4401,Cavelyr,#venus,https://tracker.gg/valorant/profile/riot/Cavelyr%23venus/overview,4856,Immortal,29,143.0,1.0,0.293,0.583,35.0,0.7140000000000001,2.0,956.0,960.0,331.0,216.3,1.34,0.7,163.0,55.0,0.0
4402,gabeFPS,#12345,https://tracker.gg/valorant/profile/riot/gabeFPS%2312345/overview,4857,Immortal,29,141.8,1.1,0.26,0.569,37.0,0.772,10.0,992.0,905.0,498.0,213.1,1.65,0.7,65.0,66.0,1.0
4403,Minecraft Goat,#2005,https://tracker.gg/valorant/profile/riot/Minecraft%20Goat%232005/overview,4858,Immortal,29,137.3,1.04,0.2289999999999999,0.608,45.0,0.725,2.0,1112.0,1068.0,390.0,209.6,1.41,0.7,163.0,59.0,4.0
4404,ZonHub,#721,https://tracker.gg/valorant/profile/riot/ZonHub%23721/overview,4859,Immortal,29,174.0,1.14,0.396,0.517,122.0,0.695,19.0,4786.0,4214.0,844.0,272.0,1.34,0.9,1153.0,186.0,23.0
4405,8002738255,#julia,https://tracker.gg/valorant/profile/riot/8002738255%23julia/overview,4860,Immortal,29,135.3,0.92,0.252,0.494,42.0,0.6859999999999999,-12.0,1262.0,1373.0,466.0,201.9,1.26,0.7,173.0,64.0,1.0
4406,UBC justin,#jenny,https://tracker.gg/valorant/profile/riot/UBC%20justin%23jenny/overview,4861,Immortal,29,158.1,1.02,0.256,0.5710000000000001,52.0,0.708,7.0,1593.0,1557.0,371.0,236.3,1.26,0.8,296.0,68.0,3.0
4407,MOGGER,#TopZ,https://tracker.gg/valorant/profile/riot/MOGGER%23TopZ/overview,4862,Immortal,29,152.0,1.02,0.19,0.557,59.0,0.7,7.0,1700.0,1667.0,577.0,228.3,1.37,0.8,251.0,76.0,4.0
4408,HEADTAPPER77,#ddlg,https://tracker.gg/valorant/profile/riot/HEADTAPPER77%23ddlg/overview,4863,Immortal,29,173.7,1.29,0.25,0.508,62.0,0.76,33.0,2358.0,1833.0,660.0,259.6,1.65,0.9,318.0,115.0,3.0
4409,Ambz1,#3895,https://tracker.gg/valorant/profile/riot/Ambz1%233895/overview,4864,Immortal,29,143.6,1.01,0.371,0.48,135.0,0.679,-3.0,4548.0,4493.0,1011.0,220.9,1.24,0.8,863.0,209.0,9.0
4410,Beta,#prytd,https://tracker.gg/valorant/profile/riot/Beta%23prytd/overview,4865,Immortal,29,142.5,1.02,0.258,0.5,75.0,0.725,3.0,2382.0,2341.0,891.0,214.4,1.4,0.8,272.0,117.0,4.0
4411,Ziur,#Brz,https://tracker.gg/valorant/profile/riot/Ziur%23Brz/overview,4866,Immortal,29,145.8,1.03,0.27,0.526,122.0,0.705,6.0,3823.0,3704.0,1187.0,220.7,1.35,0.8,505.0,182.0,5.0
4412,vowl,#owl,https://tracker.gg/valorant/profile/riot/vowl%23owl/overview,4867,Immortal,29,138.1,1.13,0.237,0.544,93.0,0.7340000000000001,13.0,2720.0,2399.0,823.0,209.6,1.48,0.7,272.0,136.0,4.0
4413,Yuki,#RSX,https://tracker.gg/valorant/profile/riot/Yuki%23RSX/overview,4868,Immortal,29,134.2,0.97,0.261,0.498,108.0,0.701,-0.0,3108.0,3209.0,1106.0,201.6,1.31,0.7,406.0,156.0,5.0
4414,CorgDaddy,#NA1,https://tracker.gg/valorant/profile/riot/CorgDaddy%23NA1/overview,4869,Immortal,29,143.1,0.94,0.239,0.492,95.0,0.7020000000000001,-0.0,2863.0,3037.0,1049.0,209.2,1.29,0.7,544.0,154.0,7.0
4415,livlaughlove,#meow,https://tracker.gg/valorant/profile/riot/livlaughlove%23meow/overview,4870,Immortal,29,177.7,1.38,0.17,0.617,92.0,0.755,41.0,2888.0,2086.0,694.0,273.4,1.72,1.0,456.0,125.0,9.0
4416,a2z,#hii,https://tracker.gg/valorant/profile/riot/a2z%23hii/overview,4871,Immortal,29,163.1,1.15,0.244,0.508,150.0,0.723,12.0,5538.0,4808.0,1285.0,252.9,1.42,0.9,917.0,235.0,16.0
4417,babe,#ï¾ï¾ï¾,https://tracker.gg/valorant/profile/riot/babe%23%EF%BE%92%EF%BE%92%EF%BE%92/overview,4873,Immortal,28,134.4,0.96,0.264,0.5,18.0,0.723,-6.0,560.0,585.0,278.0,207.5,1.43,0.7,77.0,18.0,1.0
4418,Mempho,#14111,https://tracker.gg/valorant/profile/riot/Mempho%2314111/overview,4874,Immortal,28,142.7,0.96,0.243,0.417,20.0,0.7070000000000001,0.0,724.0,754.0,250.0,214.4,1.29,0.7,124.0,34.0,0.0
4419,Shiesty Sorcerer,#RYP,https://tracker.gg/valorant/profile/riot/Shiesty%20Sorcerer%23RYP/overview,4875,Immortal,28,134.2,0.99,0.248,0.467,28.0,0.723,-4.0,875.0,881.0,369.0,203.9,1.41,0.7,93.0,40.0,0.0
4420,Asta,#ImAss,https://tracker.gg/valorant/profile/riot/Asta%23ImAss/overview,4876,Immortal,28,136.1,0.98,0.2769999999999999,0.508,30.0,0.7040000000000001,1.0,853.0,870.0,292.0,199.7,1.32,0.7,145.0,55.0,0.0
4421,J4M,#5HEAD,https://tracker.gg/valorant/profile/riot/J4M%235HEAD/overview,4877,Immortal,28,129.9,0.96,0.208,0.515,35.0,0.685,-9.0,1025.0,1069.0,254.0,204.2,1.2,0.7,182.0,46.0,0.0
4422,SCC RatKing,#Hadi,https://tracker.gg/valorant/profile/riot/SCC%20RatKing%23Hadi/overview,4879,Immortal,28,133.6,0.95,0.3339999999999999,0.44,59.0,0.696,-6.0,2036.0,2149.0,692.0,201.3,1.27,0.7,289.0,89.0,2.0
4423,cloudy2k,#heize,https://tracker.gg/valorant/profile/riot/cloudy2k%23heize/overview,4880,Immortal,28,130.7,0.97,0.282,0.475,38.0,0.7340000000000001,-1.0,1117.0,1157.0,639.0,198.2,1.52,0.7,99.0,73.0,2.0
4424,Alphapuer,#Ally,https://tracker.gg/valorant/profile/riot/Alphapuer%23Ally/overview,4881,Immortal,28,128.8,1.04,0.2289999999999999,0.551,76.0,0.7509999999999999,5.0,2003.0,1922.0,1189.0,197.5,1.66,0.7,179.0,145.0,0.0
4425,PAIN,#175,https://tracker.gg/valorant/profile/riot/PAIN%23175/overview,4882,Immortal,28,150.3,1.07,0.34,0.503,237.0,0.69,4.0,8074.0,7528.0,1196.0,232.8,1.23,0.8,1691.0,355.0,11.0
4426,crown,#7144,https://tracker.gg/valorant/profile/riot/crown%237144/overview,4883,Immortal,28,132.0,1.0,0.182,0.486,144.0,0.7190000000000001,-6.0,4540.0,4523.0,1801.0,206.9,1.4,0.7,566.0,230.0,7.0
4427,enki,#jul,https://tracker.gg/valorant/profile/riot/enki%23jul/overview,4884,Immortal,28,144.8,1.0,0.253,0.527,58.0,0.7190000000000001,5.0,1717.0,1721.0,516.0,213.9,1.3,0.7,243.0,91.0,0.0
4428,Michael,#SGSG,https://tracker.gg/valorant/profile/riot/Michael%23SGSG/overview,4885,Immortal,28,129.5,0.94,0.203,0.5,48.0,0.721,-6.0,1353.0,1442.0,682.0,193.3,1.41,0.7,132.0,75.0,4.0
4429,IndigoWhale2008,#big,https://tracker.gg/valorant/profile/riot/IndigoWhale2008%23big/overview,4887,Immortal,28,164.2,1.17,0.225,0.4539999999999999,54.0,0.713,18.0,2176.0,1867.0,475.0,254.5,1.42,0.9,351.0,91.0,10.0
4430,grey,#0319,https://tracker.gg/valorant/profile/riot/grey%230319/overview,4888,Immortal,28,157.6,1.05,0.273,0.505,47.0,0.7,8.0,1606.0,1528.0,487.0,235.1,1.37,0.8,243.0,69.0,7.0
4431,tengo sidaaaaaa,#prak,https://tracker.gg/valorant/profile/riot/tengo%20sidaaaaaa%23prak/overview,4889,Immortal,28,146.4,1.15,0.3979999999999999,0.636,35.0,0.7140000000000001,9.0,925.0,806.0,254.0,221.1,1.46,0.8,125.0,37.0,2.0
4432,Liang Kai Yao,#Canto,https://tracker.gg/valorant/profile/riot/Liang%20Kai%20Yao%23Canto/overview,4890,Immortal,28,164.2,1.23,0.263,0.529,27.0,0.722,26.0,925.0,754.0,179.0,254.7,1.46,0.9,173.0,44.0,1.0
4433,SOL Xile,#3076,https://tracker.gg/valorant/profile/riot/SOL%20Xile%233076/overview,4891,Immortal,28,153.6,1.05,0.283,0.54,54.0,0.737,13.0,1586.0,1507.0,656.0,229.0,1.49,0.8,251.0,83.0,2.0
4434,XiaoMo,#zzj,https://tracker.gg/valorant/profile/riot/XiaoMo%23zzj/overview,4892,Immortal,28,138.1,1.06,0.2019999999999999,0.532,50.0,0.731,10.0,1508.0,1428.0,735.0,208.4,1.57,0.7,150.0,84.0,2.0
4435,rcistverminrodan,#boom,https://tracker.gg/valorant/profile/riot/rcistverminrodan%23boom/overview,4893,Immortal,28,132.0,0.9,0.283,0.496,178.0,0.6679999999999999,-14.0,5367.0,5969.0,1514.0,200.4,1.15,0.7,926.0,241.0,4.0
4436,romaniizx,#ttv,https://tracker.gg/valorant/profile/riot/romaniizx%23ttv/overview,4894,Immortal,28,150.9,1.07,0.272,0.519,55.0,0.708,8.0,1759.0,1648.0,479.0,229.4,1.36,0.8,314.0,90.0,4.0
4437,ydc,#1234,https://tracker.gg/valorant/profile/riot/ydc%231234/overview,4895,Immortal,28,140.3,1.05,0.237,0.561,46.0,0.7140000000000001,8.0,1247.0,1186.0,439.0,208.6,1.42,0.7,157.0,76.0,3.0
4438,nixy,#LUCKI,https://tracker.gg/valorant/profile/riot/nixy%23LUCKI/overview,4896,Immortal,28,153.4,1.13,0.218,0.55,60.0,0.74,13.0,1809.0,1603.0,570.0,237.2,1.48,0.8,271.0,75.0,6.0
4439,Roku,#dmn,https://tracker.gg/valorant/profile/riot/Roku%23dmn/overview,4897,Immortal,28,147.4,1.0,0.389,0.516,141.0,0.67,2.0,4434.0,4416.0,1152.0,222.4,1.26,0.8,730.0,199.0,12.0
4440,Fingolfin,#kyra,https://tracker.gg/valorant/profile/riot/Fingolfin%23kyra/overview,4899,Immortal,28,141.7,1.02,0.236,0.513,59.0,0.708,6.0,1711.0,1677.0,656.0,213.8,1.41,0.7,245.0,83.0,1.0
4441,Hiccup,#REAL,https://tracker.gg/valorant/profile/riot/Hiccup%23REAL/overview,4900,Immortal,28,144.9,1.04,0.222,0.511,89.0,0.7290000000000001,8.0,2738.0,2628.0,917.0,213.4,1.39,0.7,239.0,134.0,1.0
4442,Coolxng,#2626,https://tracker.gg/valorant/profile/riot/Coolxng%232626/overview,4901,Immortal,28,148.0,1.03,0.21,0.552,58.0,0.708,8.0,1675.0,1627.0,545.0,221.8,1.36,0.8,298.0,78.0,4.0
4443,draco,#angel,https://tracker.gg/valorant/profile/riot/draco%23angel/overview,4902,Immortal,28,156.2,1.11,0.389,0.497,168.0,0.7020000000000001,10.0,6040.0,5418.0,1316.0,237.3,1.36,0.8,944.0,260.0,23.0
4444,her,#i am,https://tracker.gg/valorant/profile/riot/her%23i%20am/overview,4903,Immortal,28,155.4,1.13,0.296,0.503,191.0,0.696,14.0,6678.0,5888.0,1387.0,233.9,1.37,0.8,1011.0,286.0,12.0
4445,ayr,#JUNIO,https://tracker.gg/valorant/profile/riot/ayr%23JUNIO/overview,4905,Immortal,28,132.3,1.04,0.205,0.55,127.0,0.748,7.0,3299.0,3176.0,1472.0,197.9,1.5,0.7,328.0,174.0,1.0
4446,LaZy,#ohno,https://tracker.gg/valorant/profile/riot/LaZy%23ohno/overview,4906,Immortal,28,139.8,1.01,0.273,0.482,121.0,0.713,6.0,3793.0,3742.0,1581.0,209.9,1.44,0.7,466.0,198.0,4.0
4447,NoDebuff,#khoa,https://tracker.gg/valorant/profile/riot/NoDebuff%23khoa/overview,4907,Immortal,28,176.4,1.36,0.258,0.778,42.0,0.752,39.0,1039.0,762.0,212.0,270.9,1.64,0.9,192.0,55.0,2.0
4448,UrinateOnMyFeet,#2105,https://tracker.gg/valorant/profile/riot/UrinateOnMyFeet%232105/overview,4908,Immortal,28,143.5,1.07,0.165,0.504,58.0,0.705,11.0,1803.0,1692.0,613.0,219.8,1.43,0.7,256.0,96.0,1.0
4449,CSUF McLogic,#Blue,https://tracker.gg/valorant/profile/riot/CSUF%20McLogic%23Blue/overview,4909,Immortal,28,141.6,1.07,0.212,0.5489999999999999,84.0,0.7170000000000001,14.0,2421.0,2269.0,890.0,208.9,1.46,0.7,303.0,143.0,2.0
4450,902,#7186,https://tracker.gg/valorant/profile/riot/902%237186/overview,4910,Immortal,28,175.9,1.37,0.292,0.652,43.0,0.742,42.0,1291.0,944.0,258.0,265.7,1.64,0.9,226.0,56.0,4.0
4451,anu,#9443,https://tracker.gg/valorant/profile/riot/anu%239443/overview,4911,Immortal,28,129.7,0.89,0.2339999999999999,0.514,107.0,0.6970000000000001,-10.0,2878.0,3251.0,1103.0,191.1,1.22,0.7,381.0,158.0,3.0
